gid;ligne;code_trace;code_ligne;type_trace;nom_trace;sens;origine;destination;nom_origine;nom_destination;famille_transport;couleur;couleur_hex;date_debut;date_fin;code_type_ligne;nom_type_ligne;pmr;code_tri_ligne;nom_version;last_update;last_update_fme
902;265;265101 CLAVEISOLLES >> VILLEFRANCHE SUR SAÔNE;2006;;265101 CLAVEISOLLES >> VILLEFRANCHE SUR SAÔNE;;;;;;BUS;229 0 125;#E5007D;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.237943+02:00
903;265;265201 VILLEFRANCHE SUR SAÔNE >> CLAVEISOLLES;2006;;265201 VILLEFRANCHE SUR SAÔNE >> CLAVEISOLLES;;;;;;BUS;229 0 125;#E5007D;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.237954+02:00
5;10E;10E-2;10E;EXP;Porte de Lyon - Gare de Vaise;Retour;11147;10487;Porte de Lyon;Gare de Vaise-G.Collomb;BUS;91 147 242;#5B93F2;20200416;;REG;Régulière;True; 10E;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685285+02:00
44;C201;C201-1;C201;NOM;Colombier Saugnieu Les Salines - Grange Blanche;Aller;34351;10524;Colombier-Saugn. Salines;Grange Blanche;BUS;11 69 19;#0B4513;20180101;;REG;Régulière;False;C201;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685747+02:00
1839;C5;C5-1;C5;NOM;Jean Mace - Rillieux Osterode;Aller;10593;34627;Jean Macé;Rillieux Ostérode;BUS;149 75 52;#954B34;20250623;;REG;Régulière;False;C  5;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685617+02:00
6;10E;10E-1;10E;EXP;Gare de Vaise - Porte de Lyon;Aller;10487;11147;Gare de Vaise-G.Collomb;Porte de Lyon;BUS;91 147 242;#5B93F2;20200416;;REG;Régulière;True; 10E;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685296+02:00
7;52E;52E-1;52E;EXP;Vaulx-en-Velin La Soie - Bron Droits de l'Homme;Aller;31760;11674;Vaulx-en-Velin La Soie;Bron Droits de l'Homme;BUS;255 229 0;#FFE500;20231106;;REG;Régulière;False; 52E;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685307+02:00
8;52E;52E-2;52E;EXP;Bron Droits de l'Homme - Vaulx-en-Velin La Soie;Retour;11674;31760;Bron Droits de l'Homme;Vaulx-en-Velin La Soie;BUS;255 229 0;#FFE500;20231106;;REG;Régulière;False; 52E;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685318+02:00
81;17;17-2;17;NOR;St Genis 2 - Gare d'Oullins;Retour;11302;34269;St Genis 2;Gare d'Oullins;BUS;229 40 43;#E5282B;20231021;;REG;Régulière;False;  17;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686136+02:00
80;17;17-16;17;MAR;Vourles ZA Les Plattes - Gare d'Oullins;Retour;34657;34269;Vourles ZA Les Plattes;Gare d'Oullins;BUS;229 40 43;#E5282B;20260217;;REG;Régulière;False;  17;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686168+02:00
1449;JD661;661101 YZERON LA BRALLY > VAUGNERAY ECOLE PRIMAIRE PUBLIQUE;4236;;661101 YZERON LA BRALLY > VAUGNERAY ECOLE PRIMAIRE PUBLIQUE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.243863+02:00
1450;JD661;661102 VAUGNERAY ECOLE PRIMAIRE PUBLIQUE > YZERON LA BRALLY;4236;;661102 VAUGNERAY ECOLE PRIMAIRE PUBLIQUE > YZERON LA BRALLY;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.243874+02:00
43;C201;C201-2;C201;NOM;Grange Blanche - Colombier Saugnieu Les Salines;Retour;10524;34351;Grange Blanche;Colombier-Saugn. Salines;BUS;11 69 19;#0B4513;20180101;;REG;Régulière;False;C201;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685758+02:00
47;2;2-1;2;NOM;Croix-Rousse - Plateau de St-Rambert;Aller;11119;20244;Croix-Rousse;Plateau de St Rambert;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;False;   2;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685801+02:00
1611;JD471;471102 FLEURIE >> VILLEFRANCHE;5077;;471102 FLEURIE >> VILLEFRANCHE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.245632+02:00
1612;JD471;471202 VILLEFRANCHE >> FLEURIE;5077;;471202 VILLEFRANCHE >> FLEURIE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.245642+02:00
38;128;128-2;128;NOM;St Priest Bel Air - Meyzieu Z.i.;Retour;31149;31620;St Priest Bel Air;Meyzieu Z.i.;BUS;238 29 35;#EE1D23;20250901;;REG;Régulière;False; 128;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685693+02:00
1617;JD476;476101 BELLEVILLE PISCINE > VILLEFRANCHE-SUR-SAONE COLLEGE JEAN MOULIN;5065;;476101 BELLEVILLE PISCINE > VILLEFRANCHE-SUR-SAONE COLLEGE JEAN MOULIN;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.245696+02:00
1620;JD478;478101 QUINCIEUX (BILLY LE JEUNE)>> ETS VILLEFRANCHE SUR SAÔNE;5087;;478101 QUINCIEUX (BILLY LE JEUNE)>> ETS VILLEFRANCHE SUR SAÔNE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.245728+02:00
57;6;6-3;6;NOM;Ste-Foy Place Saint Luc - Gare d'Oullins;Aller;34271;34269;Ste-Foy Place Saint Luc;Gare d'Oullins;BUS;229 40 43;#E5282B;20231021;;REG;Régulière;False;   6;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685898+02:00
58;6;6-4;6;NOM;Gare d'Oullins - Ste-Foy Place Saint Luc;Retour;34269;34271;Gare d'Oullins;Ste-Foy Place Saint Luc;BUS;229 40 43;#E5282B;20231021;;REG;Régulière;False;   6;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685909+02:00
62;8;8-1;8;NOM;Perrache - Oullins Clement Desormes;Aller;30977;11033;Perrache;Oullins Clément Désormes;BUS;229 40 43;#E5282B;20200309;;REG;Régulière;True;   8;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685952+02:00
1101;JD445;445122 LIMAS >> VAL D'OINGT - LE BOIS D'O. COLLEGE;2126;;445122 LIMAS >> VAL D'OINGT - LE BOIS D'O. COLLEGE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240101+02:00
1102;JD445;445221 VAL D'OINGT - LE BOIS D'O. COLLEGE >> VILLEFRANCHE L. ARMAND;2126;;445221 VAL D'OINGT - LE BOIS D'O. COLLEGE >> VILLEFRANCHE L. ARMAND;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240112+02:00
1103;JD445;445222 VAL D'OINGT - LE BOIS D'O. COLLEGE >> VILLEFRANCHE L. ARMAND Via Bagnols;2126;;445222 VAL D'OINGT - LE BOIS D'O. COLLEGE >> VILLEFRANCHE L. ARMAND Via Bagnols;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240122+02:00
42;C200;C200-2;C200;NOM;Genas Dormont - Vaulx-en-Velin La Soie;Retour;40051;31760;Genas Dormont;Vaulx-en-Velin La Soie;BUS;108 109 112;#6C6D70;20250901;;REG;Régulière;False;C200;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685715+02:00
46;TB11;TB11-2;TB11;NOM;Laurent Bonnevay - Gare Saint-Paul;Retour;10716;11327;Laurent Bonnevay;Gare Saint-Paul;BUS;171 12 115;#AB0C73;20250901;;REG;Régulière;False;TB11;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685779+02:00
66;10;10-2;10;NOR;Porte de Lyon - Gare de Vaise;Retour;11147;10487;Porte de Lyon;Gare de Vaise-G.Collomb;BUS;229 40 43;#E5282B;20200416;;REG;Régulière;True;  10;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685995+02:00
1887;A32;A32-2;A32;NOR;Crepieux Les Brosses - Pont Guillotiere RD;Retour;10304;11172;Crépieux Les Brosses;Pont Guillotière RD;BUS;87 87 86;#575756;20220829;;REG;Régulière;False;A 32;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685329+02:00
70;12;12-1;12;NOR;Gare d'Oullins - Hopital Lyon Sud;Aller;34269;10565;Gare d'Oullins;St-Genis-Laval Hôp. Sud;BUS;229 40 43;#E5282B;20231021;;REG;Régulière;False;  12;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686039+02:00
79;17;17-6;17;NOM;Gare d'Oullins - Vourles - ZI Les Plattes;Aller;34269;34657;Gare d'Oullins;Vourles ZA Les Plattes;BUS;229 40 43;#E5282B;20250901;;REG;Régulière;False;  17;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686146+02:00
1632;JD499;49902 ST ETIENNE DES OULLIERES >> ST GEORGES DE RENEINS;5091;;49902 ST ETIENNE DES OULLIERES >> ST GEORGES DE RENEINS;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.245856+02:00
1888;A32;A32-1;A32;NOR;Pont Guillotiere RD - Crepieux Les Brosses;Aller;11172;10304;Pont Guillotière RD;Crépieux Les Brosses;BUS;87 87 86;#575756;20220829;;REG;Régulière;False;A 32;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685340+02:00
96;21;21-8;21;ZI;Gare de Vaise - St Germain Gare via Echangeur Sans Souci;Aller;10487;11313;Gare de Vaise-G.Collomb;St Germain Gare;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  21;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686362+02:00
95;21;21-4;21;NOM;St-Germain Gare - Gare de Vaise;Retour;11313;10487;St Germain Gare;Gare de Vaise-G.Collomb;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  21;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686384+02:00
78;16;16-4;16;TVX;Decines Grand Large - Laurent Bonnevay;Retour;31610;10716;Décines Grand Large;Laurent Bonnevay;BUS;229 40 43;#E5282B;20240120;;REG;Régulière;True;  16;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686114+02:00
1890;A71;A71-1;A71;NOM;Pont Guillotiere RD - Crepieux Les Brosses;Aller;11172;10304;Pont Guillotière RD;Crépieux Les Brosses;BUS;87 87 86;#575756;20220829;;REG;Régulière;False;A 71;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685351+02:00
1889;A71;A71-2;A71;NOM;Crepieux Les Brosses - Pont Guillotiere RD;Retour;10304;11172;Crépieux Les Brosses;Pont Guillotière RD;BUS;87 87 86;#575756;20220829;;REG;Régulière;False;A 71;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685362+02:00
1660;JD849;849107 CHATILLON D'AZERGUES >> LYON 09;5137;;849107 CHATILLON D'AZERGUES >> LYON 09;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.246156+02:00
1661;JD849;849108 CHATILLON D'AZERGUES >> LYON 09;5137;;849108 CHATILLON D'AZERGUES >> LYON 09;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.246166+02:00
1911;BGS1;BGS1-2;BGS1;NOM;Parc Olympique Lyonnais - Meyzieu les Panettes;Retour;34432;34433;Décines OL Vallée;Meyzieu les Panettes;BUS;132 0 168;#8400A8;20180101;;EVE;Evènementielle;True;BGS1;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685384+02:00
17;N20;N20-1;N20;NOM;Gare de Vaise - Mont Thou;Aller;10487;30488;Gare de Vaise-G.Collomb;Mont Thou;BUS;228 78 255;#E44EFF;20230601;;REG;Régulière;False;N 20;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685460+02:00
69;12;12-2;12;NOR;Hopital Lyon Sud - Gare d'Oullins;Retour;10565;34269;St-Genis-Laval Hôp. Sud;Gare d'Oullins;BUS;229 40 43;#E5282B;20231021;;REG;Régulière;False;  12;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686028+02:00
18;N20;N20-2;N20;NOM;Mont Thou - Gare de Vaise;Retour;30488;10487;Mont Thou;Gare de Vaise-G.Collomb;BUS;228 78 255;#E44EFF;20230601;;REG;Régulière;False;N 20;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685471+02:00
20;N80;N80-1;N80;NAV;Vaulx-en-Velin La Soie - Grand Parc le Morlet;Aller;31760;30002;Vaulx-en-Velin La Soie;Grand Parc le Morlet;BUS;255 229 0;#FFE500;20210629;;REG;Régulière;False;N 80;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685482+02:00
19;N80;N80-2;N80;NAV;Grand Parc le Morlet - Vaulx-en-Velin La Soie;Retour;30002;31760;Grand Parc le Morlet;Vaulx-en-Velin La Soie;BUS;255 229 0;#FFE500;20210629;;REG;Régulière;False;N 80;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685493+02:00
112;26;26-2;26;NOM;Manissieux Pierre Blanche - Lycée Lumiere;Retour;20079;32540;Manissieux P. Blanche;Lycée Lumière;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  26;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686481+02:00
111;26;26-1;26;NOM;Lycée Lumiere - Manissieux Pierre Blanche;Aller;32540;20079;Lycée Lumière;Manissieux P. Blanche;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  26;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686492+02:00
120;30;30-1;30;NOM;St-Pierre-de-Chandieu - Rajat - St Priest Jules Ferry;Aller;34339;31140;St-P.de-Chandieu - Rajat;St-Priest Jules Ferry;BUS;229 40 43;#E5282B;20190902;;REG;Régulière;True;  30;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686545+02:00
102;21;21-9;21;ZI;St Germain Gare - Gare de Vaise via Echangeur Sans Souci;Retour;11313;10487;St Germain Gare;Gare de Vaise-G.Collomb;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  21;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686373+02:00
22;N81;N81-1;N81;NOM;Gare de Venissieux - Grand Parc Fontanil;Aller;20487;34586;Gare de Vénissieux;Grand Parc Le Fontanil;BUS;255 229 0;#FFE500;20220702;;REG;Régulière;False;N 81;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685504+02:00
128;33;33-1;33;NOM;Croix-Rousse - Rillieux Les Alagniers;Aller;11119;33420;Croix-Rousse;Rillieux - Les Alagniers;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  33;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686653+02:00
127;33;33-2;33;NOM;Rillieux Les Alagniers - Croix-Rousse;Retour;33420;11119;Rillieux - Les Alagniers;Croix-Rousse;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  33;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686664+02:00
21;N81;N81-2;N81;NOM;Grand Parc Fontanil - Gare de Venissieux;Retour;34586;20487;Grand Parc Le Fontanil;Gare de Vénissieux;BUS;255 229 0;#FFE500;20220702;;REG;Régulière;False;N 81;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685514+02:00
26;N83;N83-1;N83;NOM;Vaulx-en-Velin La Soie - Grd Parc Miribel Jonage;Aller;31760;11045;Vaulx-en-Velin La Soie;Grand Parc L'atol';BUS;164 230 38;#A4E626;20220101;;REG;Régulière;True;N 83;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685547+02:00
25;N83;N83-2;N83;NOM;Grd Parc Miribel Jonage - Vaulx-en-Velin La Soie;Retour;11045;31760;Grand Parc L'atol';Vaulx-en-Velin La Soie;BUS;164 230 38;#A4E626;20220101;;REG;Régulière;True;N 83;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685563+02:00
27;N84;N84-1;N84;NAV;Rillieux - Les Alagniers - Grand Parc les Sablettes;Aller;33420;34587;Rillieux - Les Alagniers;Grand Parc les Sablettes;BUS;96 180 250;#60B4FA;20210629;;REG;Régulière;False;N 84;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685574+02:00
1912;BGS1;BGS1-1;BGS1;NOM;Meyzieu les Panettes - Parc Olympique Lyonnais;Aller;34433;34432;Meyzieu les Panettes;Décines OL Vallée;BUS;132 0 168;#8400A8;20180101;;EVE;Evènementielle;True;BGS1;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685373+02:00
1913;BGS2;BGS2-2;BGS2;NOM;Parc Olympique Lyonnais - Eurexpo;Retour;34432;34431;Décines OL Vallée;Eurexpo;BUS;0 173 69;#00AD45;20180101;;EVE;Evènementielle;True;BGS2;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685405+02:00
1914;BGS2;BGS2-1;BGS2;NOM;Eurexpo - Parc Olympique Lyonnais;Aller;34431;34432;Eurexpo;Décines OL Vallée;BUS;0 173 69;#00AD45;20180101;;EVE;Evènementielle;True;BGS2;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685395+02:00
1915;C20E;C20E-4;C20E;NOM;Fort du Bruissin - Bellecour St Exupery;Retour;10454;20180;Fort du Bruissin;Bellecour St Exupéry;BUS;255 229 0;#FFE500;20050623;;REG;Régulière;True;C20E;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685417+02:00
1916;C20E;C20E-3;C20E;NOM;Bellecour St Exupery - Fort du Bruissin;Aller;20180;10454;Bellecour St Exupéry;Fort du Bruissin;BUS;255 229 0;#FFE500;20250623;;REG;Régulière;True;C20E;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685428+02:00
28;N84;N84-2;N84;NAV;Grand Parc les Sablettes - Rillieux - Les Alagniers;Retour;34587;33420;Grand Parc les Sablettes;Rillieux - Les Alagniers;BUS;96 180 250;#60B4FA;20210629;;REG;Régulière;False;N 84;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685585+02:00
150;45;45-1;45;NOM;Croix-Rousse - Valdo;Aller;11119;11411;Croix-Rousse;Valdo;BUS;229 40 43;#E5282B;20200330;;REG;Régulière;False;  45;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686891+02:00
1891;T36;T36-2;T36;NOM;St-P.de-Chandieu - Rajat - Gare Part-Dieu Villette;Retour;34339;11063;St-P.de-Chandieu - Rajat;Gare Part-Dieu Villette;BUS;87 87 86;#575756;20210901;;REG;Régulière;True;T 36;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685596+02:00
149;45;45-2;45;NOM;Valdo - Croix-Rousse;Retour;11411;11119;Valdo;Croix-Rousse;BUS;229 40 43;#E5282B;20200330;;REG;Régulière;False;  45;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686902+02:00
1721;JD531;531101 SAINT MAURICE SUR DARGOIRE - LE BOURG > SAINT SYMPHORIEN SUR COISE - PLACE GENERAL DE GAULLE;4158;;531101 SAINT MAURICE SUR DARGOIRE - LE BOURG > SAINT SYMPHORIEN SUR COISE - PLACE GENERAL DE GAULLE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.246766+02:00
1892;T36;T36-1;T36;NOM;Gare Part-Dieu Villette - St-P.de-Chandieu - Rajat;Aller;11063;34339;Gare Part-Dieu Villette;St-P.de-Chandieu - Rajat;BUS;87 87 86;#575756;20210901;;REG;Régulière;True;T 36;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685607+02:00
1799;52;52-5;52;TVX;Vaulx - La Grappiniere - Parilly Univ. Hippodrome;Aller;20205;33640;Vaulx - La Grappinière;Parilly Univ. Hippodrome;BUS;229 40 43;#E5282B;20260323;;REG;Régulière;False;  52;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687021+02:00
1840;C5;C5-2;C5;NOM;Rillieux Osterode - Jean Mace;Retour;34627;10593;Rillieux Ostérode;Jean Macé;BUS;149 75 52;#954B34;20250623;;REG;Régulière;False;C  5;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685628+02:00
177;61;61-1;61;NOM;Gare de Vaise - Lissieu - Montluzin;Aller;10487;10995;Gare de Vaise-G.Collomb;Lissieu - Montluzin;BUS;229 40 43;#E5282B;20190401;;REG;Régulière;True;  61;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687215+02:00
35;6E;6E-2;6E;NOM;Gare d'Oullins - Ste-Foy Place Saint Luc;Retour;34269;34271;Gare d'Oullins;Ste-Foy Place Saint Luc;BUS;172 35 82;#AC2352;20250901;;REG;Régulière;False;  6E;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685661+02:00
36;6E;6E-1;6E;NOM;Ste-Foy Place Saint Luc - Gare d'Oullins;Aller;34271;34269;Ste-Foy Place Saint Luc;Gare d'Oullins;BUS;172 35 82;#AC2352;20250901;;REG;Régulière;False;  6E;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685671+02:00
153;47;47-1;47;NOM;Meyzieu ZI –Aéroport Saint Exupéry – Maréchal Juin;Aller;31620;34355;Meyzieu Z.i.;Maréchal Juin;BUS;229 40 43;#E5282B;20190902;;REG;Régulière;True;  47;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686945+02:00
40;C200;C200-4;C200;NOM;St Ex. - Gare Routiere - Vaulx-en-Velin La Soie;Retour;34323;31760;St Ex. - Gare Routière;Vaulx-en-Velin La Soie;BUS;108 109 112;#6C6D70;20250901;;REG;Régulière;False;C200;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685704+02:00
39;C200;C200-1;C200;NOM;Vaulx-en-Velin La Soie - Genas Dormont;Aller;31760;40051;Vaulx-en-Velin La Soie;Genas Dormont;BUS;108 109 112;#6C6D70;20250901;;REG;Régulière;False;C200;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685725+02:00
41;C200;C200-3;C200;NOM;Vaulx-en-Velin La Soie - St Ex. - Gare Routiere;Aller;31760;34323;Vaulx-en-Velin La Soie;St Ex. - Gare Routière;BUS;108 109 112;#6C6D70;20250901;;REG;Régulière;False;C200;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685736+02:00
180;62;62-3;62;NOM;Gare de Venissieux. - Mions Jules Valles;Aller;20510;10958;Gare de Vénissieux.;Mions Jules Vallès;BUS;229 40 43;#E5282B;20210830;;REG;Régulière;True;  62;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687236+02:00
56;5;5-3;5;NOM;Pont Mouton - Charbonnieres Verrieres;Aller;11189;33630;Pont Mouton;Charbonnières Verrières;BUS;229 40 43;#E5282B;20210830;;REG;Régulière;True;   5;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685877+02:00
55;5;5-4;5;NOM;Charbonnieres Verrieres - Pont Mouton;Retour;33630;11189;Charbonnières Verrières;Pont Mouton;BUS;229 40 43;#E5282B;20210830;;REG;Régulière;True;   5;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685888+02:00
59;7;7-5;7;NOM;Laurent Bonnevay - Vaulx Lamartine;Aller;10716;11428;Laurent Bonnevay;Vaulx Lamartine;BUS;229 40 43;#E5282B;20230411;;REG;Régulière;True;   7;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685920+02:00
60;7;7-6;7;NOM;Vaulx Lamartine - Laurent Bonnevay;Retour;11428;10716;Vaulx Lamartine;Laurent Bonnevay;BUS;229 40 43;#E5282B;20230411;;REG;Régulière;True;   7;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685931+02:00
16;C22E;C22E-1;C22E;NOM;Gorge de Loup - Brindas Centre;Aller;10513;10117;Gorge de Loup;Brindas Centre;BUS;255 229 0;#FFE500;20250106;;REG;Régulière;False;C22E;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685439+02:00
15;C22E;C22E-2;C22E;NOM;Brindas Centre - Gorge de Loup;Retour;10117;10513;Brindas Centre;Gorge de Loup;BUS;255 229 0;#FFE500;20250106;;REG;Régulière;False;C22E;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685450+02:00
64;9;9-2;9;NOM;Sathonay Castellane - Cordeliers;Retour;34463;10285;Sathonay Castellane;Cordeliers;BUS;229 40 43;#E5282B;20210426;;REG;Régulière;True;   9;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685963+02:00
239;96;96-5;96;NOM;Quincieux Boulodrome - Neuville;Retour;34292;11014;Quincieux Boulodrome;Neuville;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  96;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687906+02:00
240;96;96-4;96;NOM;Neuville - Quincieux Boulodrome;Aller;11014;34292;Neuville;Quincieux Boulodrome;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  96;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687917+02:00
244;98;98-10;98;NOM;Sain-Bel Gare - Gorge de Loup;Retour;34710;10513;Sain-Bel Gare;Gorge de Loup;BUS;226 0 26;#E2001A;20250901;;REG;Régulière;True;  98;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687960+02:00
