gid;ligne;code_trace;code_ligne;type_trace;nom_trace;sens;origine;destination;nom_origine;nom_destination;famille_transport;couleur;couleur_hex;date_debut;date_fin;code_type_ligne;nom_type_ligne;pmr;code_tri_ligne;nom_version;last_update;last_update_fme
572;JD502;502-1;J502;NOM;Thurins Mairie - College Le Petit Pont;Aller;34090;34223;Thurins Mairie;Collège Le Petit Pont;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.691548+02:00
682;JD931;J93101 / 713||GENAS - COLLEGE JEAN D'ORMESSON;931;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692801+02:00
683;JD931;J93102 / 714||COLOMBIER SAUGNIEU - ECOLE JULES FERRY;931;;;Retour;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692812+02:00
684;JD935;J93501 FAURE / SAINT PIERRE DE CHANDIEU - COLLEGE;935;;;Retour;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692823+02:00
685;JD935;J93506 FAURE / SAINT PIERRE DE CHANDIEU - RENONCEAU;935;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692834+02:00
686;JD936;J93601 FAURE / SAINT PIERRE DE CHANDIEU - COLLEGE;936;;;Retour;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692844+02:00
688;JD940;940-1;940;NOM;Chassieu - Meyzieu;Aller;1638;11728;Les Cèdres;Décines Esplanade;BUS;23 41 123;#17297B;;;SCO;Scolaire;;;ADOF 2025;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692866+02:00
689;JD940;940-2;940;NOM;Meyzieu - Chassieu;Retour;11728;1638;Décines Esplanade;Les Cèdres;BUS;23 41 123;#17297B;;;SCO;Scolaire;;;ADOF 2025;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692877+02:00
587;JD652;652-1;J652;NOM;Centre Social - College St Sebastien;Aller;34138;30184;Centre Social;Collège Notre-Dame des Vallons;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.691756+02:00
637;JD813;813-2;J813;NOM;Gare d'Albigny-Neuville - College Jean de Tournes;Aller;11466;32014;Gare d'Albigny-Neuville;Collège Jean de Tournes;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692301+02:00
589;JD653;653-4;J653;NOM;College St Sebastien - Craponne Martin;Retour;30184;10300;Collège Notre-Dame des Vallons;Craponne Martin;BUS;23 41 123;#17297B;20211201;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.691778+02:00
600;JD659;659-2;J659;NOM;College St Sebastien - La Pillardiere-Route Neuve;Retour;30184;34200;Collège Notre-Dame des Vallons;La Pillardière - Rte Neuve;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.691909+02:00
690;JD941;J94101 / 635||MEYZIEU - LYCEE STE MARIE ET LYCEE CHAPLIN;941;;;Retour;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692888+02:00
691;JD941;J94102 / 636||GENAS - OLIVIER DE SERRES;941;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692898+02:00
692;JD941;J94104 / 636||GENAS - OLIVIER DE SERRES;941;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692909+02:00
656;JD844;844-4;J844;NOM;College Sacre Coeur - Le Colombier - Veyrie;Retour;32180;30152;Collège Sacré Coeur;Le Colombier - Veyrie;BUS;23 41 123;#17297B;20211202;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692487+02:00
597;JD657;657-2;J657;NOM;College St Sebastien - Francheville Bel Air;Retour;30184;10459;Collège Notre-Dame des Vallons;Francheville Bel Air;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.691866+02:00
695;JD943;J94301DBL / 677||MEYZIEU - LYCEE BELTRAME;943;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692941+02:00
609;JD697;697-1;J697;NOM;Dardilly Les Mouilles - Cimetiere de Loyasse;Aller;20185;10242;Dardilly Les Mouilles;Cimetière de Loyasse;BUS;23 41 123;#17297B;20211201;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.691996+02:00
687;JD936;J93606FAURE / TOUSSIEU - LE GROUBLON;936;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692855+02:00
696;JD943;J94302DBL / 676||GENAS - OLIVIER DE SERRES;943;;;Retour;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692952+02:00
697;JD943;J94302 / 676||GENAS - OLIVIER DE SERRES;943;;;Retour;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692963+02:00
699;JD946;946-4;946;NOM;Servizieres - Jonage Chateau des Marres;Retour;11769;10603;Servizières;Jonage Chât. des Marres;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692974+02:00
700;JD947;947-2;947;NOM;Meyzieu Gadelles - Meyzieu Centre social;Retour;10940;10937;Meyzieu Gadelles;Meyzieu Centre social;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693022+02:00
703;JD948;948-2;948;NOM;Servizieres - Meyzieu - Parc du Grand Large;Retour;11769;33772;Servizières;Meyzieu Parc Grand Large;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693032+02:00
702;JD948;948-1;948;NOM;Meyzieu - Parc du Grand Large - Servizieres;Aller;33772;11769;Meyzieu Parc Grand Large;Servizières;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693043+02:00
709;JD964;J96403 / 658||BRON - LYCEE JEAN PAUL SARTRE;964;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693108+02:00
644;JD819;819-2;J819;NOM;College Lazaristes-La Salle - St Romain Centre;Retour;34570;32561;Collège Lazaristes-La Salle;St Romain Centre;BUS;23 41 123;#17297B;20210830;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692389+02:00
710;JD964;J96404 / 571||SAINT LAURENT DE MURE - LA GRANDE TERRE;964;;;Retour;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693119+02:00
711;JD964;J96401 / 659||BRON - LYCEE JEAN PAUL SARTRE;964;;;Retour;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693130+02:00
712;JD964;J96410 / 561||SAINT LAURENT DE MURE - CHANTE ALOUETTE;964;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693141+02:00
713;JD964;J96402 / 716||SAINT LAURENT DE MURE - ZI;964;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693152+02:00
714;JD965;J96502 / 675||SAINT BONNET DE MURE - ENGRIVES;965;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693163+02:00
715;JD965;J96501 / 674||BRON - LYCEE JEAN PAUL SARTRE;965;;;Retour;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693173+02:00
716;JD965;J96503 / 663||BRON - LYCEE JEAN PAUL SARTRE;965;;;Retour;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693185+02:00
1833;JD973;973-2;973;NOM;Pont de Collonges RD - Cite Scolaire Internationale;Aller;11165;31990;Pont de Collonges RD;Cité Scolaire Internat.;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693265+02:00
722;JD974;974-1;974;NOM;Pont Mouton - Cite Scolaire Internationale;Aller;11186;31990;Pont Koenig RG;Cité Scolaire Internat.;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693286+02:00
723;JD974;974-4;974;NOM;Cite Scolaire Internationale - Gare de Vaise;Retour;31990;11271;Cité Scolaire Internat.;Serin - Saint-Charles;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693297+02:00
728;JD977;977-4;977;NOM;Cite Scolaire Internationale - Colin;Retour;31990;10378;Cité Scolaire Internat.;Dumas;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693376+02:00
627;JD779;779-2;J779;NOM;Lycee Hotelier La Vidaude - St Genis Gadagne;Retour;32363;10475;Lycée Hôtelier Vidaude;St Genis Gadagne;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692182+02:00
729;JD977;977-2;977;NOM;Viabert-Anatole France - Cite Scolaire Internationale;Aller;10024;31990;Charmettes;Cité Scolaire Internat.;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693393+02:00
730;JD978;978-3;978;NOM;Cite Scolaire Internationale - Plan du Loup (Les Razes);Retour;31990;11137;Cité Scolaire Internat.;Plan du Loup (Les Razes);BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693429+02:00
734;JD979;979-2;979;NOM;Z.A Barolles - Cite Scolaire Internationale;Aller;32980;31990;Z.A. Barolles;Cité Scolaire Internat.;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693451+02:00
676;JD909;909-3;909;NOM;College Jacques Prevert - Solaize Croix Rouge;Retour;31128;20570;Collège Jacques Prévert;Solaize Croix Rouge;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692747+02:00
720;JD972;972-1;972;NOM;Rillieux Semailles - Cite Scolaire Internationale;Aller;11225;31990;Rillieux Semailles;Cité Scolaire Internat.;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693237+02:00
733;JD979;979-1;979;NOM;Charly Eglise - Cite Scolaire Internationale;Aller;10202;31990;Charly Eglise;Cité Scolaire Internat.;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693462+02:00
649;JD841;841-2;J841;NOM;College Sacre Coeur - Chemin du Suel;Retour;32180;32100;Collège Sacré Coeur;Chemin du Suel;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692432+02:00
675;JD909;909-2;909;NOM;Bellecombe - College Jacques Prevert;Aller;10071;31128;Bellecombe;Collège Jacques Prévert;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692725+02:00
736;JD980;980-3;980;NOM;Cite Scolaire Internationale - Hotel de Ville-L. Pradel;Retour;31990;10568;Cité Scolaire Internat.;Hôtel de Ville L. Pradel;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693472+02:00
735;JD980;980-1;980;NOM;Hotel de Ville-L. Pradel - Cite Scolaire Internationale;Aller;10568;31990;Hôtel de Ville L. Pradel;Cité Scolaire Internat.;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693483+02:00
737;JD981;981-5;981;NOM;Ambroise Pare - Cite Scolaire Internat.;Aller;10275;31990;Colin;Cité Scolaire Internat.;BUS;23 41 123;#17297B;20211202;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693505+02:00
740;JD982;982-3;982;NOM;Fort du Bruissin - Cite Scolaire Internat.;Aller;10454;31990;Fort du Bruissin;Cité Scolaire Internat.;BUS;23 41 123;#17297B;20211201;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693516+02:00
739;JD982;982-4;982;NOM;Cite Scolaire Internat. - Fort du Bruissin;Retour;31990;10454;Cité Scolaire Internat.;Fort du Bruissin;BUS;23 41 123;#17297B;20211201;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693527+02:00
648;JD841;841-1;J841;NOM;Chemin du Suel - College Sacre Coeur;Aller;32100;32180;Chemin du Suel;Collège Sacré Coeur;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692421+02:00
741;S3;S3-1;S3;NOM;College Paul Vallon  - Cimetiere de Givors;Aller;31730;31732;Collège Paul Vallon;Cimetière de Givors;BUS;0 118 50;#007632;20231106;;REG;Régulière;False;S  3;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693538+02:00
743;S3;S3-3;S3;NOM;College Paul Vallon - La Rama;Aller;31730;34402;Collège Paul Vallon;La Rama;BUS;0 118 50;#007632;20231106;;REG;Régulière;False;S  3;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693549+02:00
742;S3;S3-2;S3;NOM;Cimetiere de Givors - College Paul Vallon;Retour;31732;31730;Cimetière de Givors;Collège Paul Vallon;BUS;0 118 50;#007632;20231106;;REG;Régulière;False;S  3;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693560+02:00
744;S3;S3-4;S3;NOM;La Rama - College Paul Vallon;Retour;34402;31730;La Rama;Collège Paul Vallon;BUS;0 118 50;#007632;20231106;;REG;Régulière;False;S  3;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693571+02:00
746;JD2;J2-3;J2;NOM;College D.G.Martin - Lycee Agroalimentaire;Retour;32329;33853;Collège D.G.Martin;Lycée Agroalimentaire;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693581+02:00
748;JD2;J2-4;J2;NOM;College D.G.Martin - Bas Privas;Retour;32329;32642;Collège D.G.Martin;Bas Privas;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693592+02:00
747;JD2;J2-1;J2;NOM;Vernaison Place - College D.G.Martin;Aller;11453;32329;Vernaison Place;Collège D.G.Martin;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693614+02:00
751;JD3;J3-1;J3;NOM;St Priest Egalite - College La Xaviere-Chaponnay;Aller;31420;32330;Saint-Priest Egalité;Coll. Xavière Chaponnay;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693625+02:00
752;JD3;J3-11;J3;NOM;College La Xaviere-Chaponnay - St Priest Hotel de Ville;Retour;32330;11337;Coll. Xavière Chaponnay;St Priest Hôtel de Ville;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693636+02:00
698;JD946;946-2;946;NOM;Jonage Chateau des Marres - Servizieres;Aller;10603;11769;Jonage Chât. des Marres;Servizières;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693000+02:00
701;JD947;947-1;947;NOM;8 Mai 1945 - Meyzieu Gadelles;Aller;20259;10940;8 Mai 1945;Meyzieu Gadelles;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693011+02:00
750;JD3;J3-7;J3;NOM;College La Xaviere-Chaponnay - St Priest Egalite;Retour;32330;31420;Coll. Xavière Chaponnay;Saint-Priest Egalité;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693647+02:00
704;JD961;961-1;961;NOM;Chassieu College - Lycee J.P. Sartre;Aller;20249;32030;Chassieu Collège;Lycée J.P. Sartre;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693054+02:00
749;JD3;J3-5;J3;NOM;Les Bles d'Or - College La Xaviere-Chaponnay;Aller;12273;32330;Les Blés d'Or;Coll. Xavière Chaponnay;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693657+02:00
755;JD6;J6-2;J6;NOM;College Louis Querbes - Vernaison Place;Retour;32332;11453;Collège Louis Querbes;Vernaison Place;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693679+02:00
679;JD917;917-1;917;NOM;Cuzin - Picasso - College Simone Lagrange;Aller;30777;33110;Cuzin - Picasso;Collège Simone Lagrange;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692758+02:00
678;JD917;917-2;917;NOM;College Simone Lagrange - Beausite;Retour;33110;30124;Collège Simone Lagrange;Beausite;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692769+02:00
1732;JD542;542201 CHAZELLES SUR LYON - GARE ROUTIERE DU PLASSON > HAUTE RIVOIRE - BOURG;4167;;542201 CHAZELLES SUR LYON - GARE ROUTIERE DU PLASSON > HAUTE RIVOIRE - BOURG;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.246883+02:00
754;JD6;J6-1;J6;NOM;Vernaison  Place - College Louis Querbes;Aller;31440;32332;Vernaison  Place;Collège Louis Querbes;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693690+02:00
756;JD8;J8-1;J8;NOM;St-Priest Salengro - Ecole et College Jeanne d'Arc;Aller;31139;32132;Saint-Priest Salengro;Ecole Collège J. d'Arc;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693701+02:00
680;JD918;918-2;918;NOM;College Jean Mace - Tita Cois;Retour;34510;11390;Collège Jean Macé;Tita Cois;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692779+02:00
681;JD918;918-1;918;NOM;Tita Cois - College Jean Mace;Aller;11390;34510;Tita Cois;Collège Jean Macé;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692790+02:00
757;JD8;J8-2;J8;NOM;Ecole et College Jeanne d'Arc - St-Priest Salengro;Retour;32132;31139;Ecole Collège J. d'Arc;Saint-Priest Salengro;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693712+02:00
762;JD11;J11-1;J11;NOM;Corbas Rue du Midi - Assomption;Aller;10284;10038;Corbas Rue du Midi;Assomption;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693756+02:00
760;JD11;J11-2;J11;NOM;Parking Aquarium - Corbas Rue du Midi;Retour;34298;10284;Parking Aquarium;Corbas Rue du Midi;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693766+02:00
763;JD15;J15-4;J15;NOM;College D.G.Martin - Vernaison Place;Retour;32329;31440;Collège D.G.Martin;Vernaison  Place;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693777+02:00
764;JD15;J15-2;J15;NOM;Vernaison Place - College D.G.Martin;Aller;31440;32329;Vernaison  Place;Collège D.G.Martin;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693788+02:00
766;JD15;J15-1;J15;NOM;Bas Privas - College D.G.Martin;Aller;32642;32329;Bas Privas;Collège D.G.Martin;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693799+02:00
765;JD15;J15-5;J15;NOM;College D.G.Martin - Fee des Eaux;Retour;32329;10427;Collège D.G.Martin;Fée des Eaux;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693810+02:00
768;JD16;J16-3;J16;NOM;Corbas Condorcet - Assomption;Aller;20239;10038;Corbas Condorcet;Assomption;BUS;23 41 123;#17297B;20211201;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693821+02:00
767;JD16;J16-4;J16;NOM;Parking Aquarium - Corbas Condorcet;Retour;34298;20239;Parking Aquarium;Corbas Condorcet;BUS;23 41 123;#17297B;20211201;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693832+02:00
770;JD19;J01901 / 505||VILLEMOIRIEU - LPCJP2;J19;;;Retour;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693854+02:00
772;JD19;J01902 RA / 504||GENAS - DANTON REPUBLIQUE;J19;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693875+02:00
773;JD19;J01904 RA / 504||GENAS - DANTON/REPUBLIQUE;J19;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693886+02:00
782;JD25;J02509 C / 510||NIVOLAS VERMELLE - LYCEE SAINT MARC;J25;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.693984+02:00
785;JD25;J02507D / 510||NIVOLAS VERMELLE - LYCEE SAINT MARC;J25;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.694017+02:00
787;JD25;J02510 RETOUR C / 509||SAINT BONNET DE MURE - PARC DU CHANAY;J25;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.694039+02:00
790;JD25;J02514 D / 507||GENAS - MERMOZ;J25;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.694071+02:00
793;JD27;J02701 / 514||SAINT LAURENT DE MURE - COLLEGE LOUIS LACHENAL;J27;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.694104+02:00
794;JD27;J02722 / 512||COLOMBIER SAUGNIEU - ECOLE JULES FERRY;J27;;;Retour;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.694115+02:00
795;JD27;J02712 / 512||COLOMBIER SAUGNIEU - PLACE DE CHOLET;J27;;;Retour;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.694126+02:00
796;JD28;J02801 FAURE / lycee condorcet;J28;;;Aller;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.694137+02:00
797;JD28;J02802 FAURE / St Pierre de chandieu;J28;;;Retour;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.694148+02:00
786;JD25;J02501 A / 510||NIVOLAS VERMELLE - LYCEE SAINT MARC;J25;;;Retour;;;;;BUS;23 41 123;#17297B;;;;;;;;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.694028+02:00
798;JD31;J31-2;J31;NOM;College Laurent Mourguet - Grandvaux-Prieure;Retour;32085;30080;Collège Laurent Mourguet;Grandvaux - Prieuré;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.694159+02:00
799;JD31;J31-1;J31;NOM;Petit Bois - College Laurent Mourguet;Aller;32080;32085;Petit Bois;Collège Laurent Mourguet;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.694170+02:00
